date,snapshot_ts,player_id,player_name,team,stat,side,line,price,implied_prob,model_prob,model_prob_raw,edge,ev,bookmaker,bookmaker_title,commence_time,home_team,away_team,sentiment_strength,sentiment_w,sentiment_applied
2026-05-15,2026-05-15T13:14:16.952387+00:00,4594268,Anthony Edwards,MIN,ast,UNDER,3.5,125,0.4444444444444444,0.4752256773456508,0.6496526637858204,0.03078123290120638,0.06925777402771427,betmgm,BetMGM,2026-05-16T01:40:00Z,Minnesota Timberwolves,San Antonio Spurs,,,False
2026-05-15,2026-05-15T13:14:16.952387+00:00,5037871,Dylan Harper,SAS,ast,UNDER,2.5,160,0.38461538461538464,0.41056613963249416,0.5576204180627815,0.025950755017109528,0.06747196304448488,bovada,Bovada,2026-05-16T01:40:00Z,Minnesota Timberwolves,San Antonio Spurs,,,False
2026-05-15,2026-05-15T13:14:16.952387+00:00,3908809,Donovan Mitchell,CLE,ast,UNDER,2.5,210,0.3225806451612903,0.3440514835090266,0.46571956747953225,0.021470838347736276,0.06655959887798246,bovada,Bovada,2026-05-15T23:10:00Z,Cleveland Cavaliers,Detroit Pistons,,,False
2026-05-15,2026-05-15T13:14:16.952387+00:00,4594268,Anthony Edwards,MIN,ast,UNDER,3.5,122,0.45045045045045046,0.48033078245075594,0.6496526637858204,0.029880332000305487,0.06633433704067815,fanduel,FanDuel,2026-05-16T01:40:00Z,Minnesota Timberwolves,San Antonio Spurs,,,False
2026-05-15,2026-05-15T13:14:16.952387+00:00,4594268,Anthony Edwards,MIN,ast,UNDER,3.5,122,0.45045045045045046,0.48033078245075594,0.6496526637858204,0.029880332000305487,0.06633433704067815,betonlineag,BetOnline.ag,2026-05-16T01:40:00Z,Minnesota Timberwolves,San Antonio Spurs,,,False
2026-05-15,2026-05-15T13:14:16.952387+00:00,4594268,Anthony Edwards,MIN,ast,UNDER,3.5,120,0.45454545454545453,0.4838115359315094,0.6496526637858204,0.029266081386054854,0.06438537904932062,draftkings,DraftKings,2026-05-16T01:40:00Z,Minnesota Timberwolves,San Antonio Spurs,,,False
2026-05-15,2026-05-15T13:14:16.952387+00:00,4594268,Anthony Edwards,MIN,ast,UNDER,3.5,120,0.45454545454545453,0.4838115359315094,0.6496526637858204,0.029266081386054854,0.06438537904932062,williamhill_us,Caesars,2026-05-16T01:40:00Z,Minnesota Timberwolves,San Antonio Spurs,,,False
2026-05-15,2026-05-15T13:14:16.952387+00:00,4594268,Anthony Edwards,MIN,ast,UNDER,3.5,120,0.45454545454545453,0.4838115359315094,0.6496526637858204,0.029266081386054854,0.06438537904932062,bovada,Bovada,2026-05-16T01:40:00Z,Minnesota Timberwolves,San Antonio Spurs,,,False
2026-05-15,2026-05-15T13:14:16.952387+00:00,3064514,Julius Randle,MIN,ast,UNDER,3.5,108,0.4807692307692308,0.5116199929723493,0.6864409787900204,0.030850762203118498,0.06416958538248652,fanduel,FanDuel,2026-05-16T01:40:00Z,Minnesota Timberwolves,San Antonio Spurs,,,False
2026-05-15,2026-05-15T13:14:16.952387+00:00,3064514,Julius Randle,MIN,ast,UNDER,3.5,108,0.4807692307692308,0.5116199929723493,0.6864409787900204,0.030850762203118498,0.06416958538248652,betonlineag,BetOnline.ag,2026-05-16T01:40:00Z,Minnesota Timberwolves,San Antonio Spurs,,,False
2026-05-15,2026-05-15T13:14:16.952387+00:00,3064514,Julius Randle,MIN,ast,UNDER,3.5,105,0.4878048780487805,0.5176002931599665,0.6864409787900204,0.029795415111185997,0.06108060097793133,draftkings,DraftKings,2026-05-16T01:40:00Z,Minnesota Timberwolves,San Antonio Spurs,,,False
2026-05-15,2026-05-15T13:14:16.952387+00:00,3064514,Julius Randle,MIN,ast,UNDER,3.5,105,0.4878048780487805,0.5176002931599665,0.6864409787900204,0.029795415111185997,0.06108060097793133,bovada,Bovada,2026-05-16T01:40:00Z,Minnesota Timberwolves,San Antonio Spurs,,,False
2026-05-15,2026-05-15T13:14:16.952387+00:00,4684742,Ausar Thompson,DET,ast,OVER,3.5,150,0.4,0.4222932158489612,0.5486214389930746,0.022293215848961156,0.05573303962240295,bovada,Bovada,2026-05-15T23:10:00Z,Cleveland Cavaliers,Detroit Pistons,,,False
2026-05-15,2026-05-15T13:14:16.952387+00:00,3064514,Julius Randle,MIN,ast,UNDER,3.5,-102,0.504950495049505,0.5321740676105823,0.6864409787900204,0.027223572561077325,0.05391334958174132,williamhill_us,Caesars,2026-05-16T01:40:00Z,Minnesota Timberwolves,San Antonio Spurs,,,False
2026-05-15,2026-05-15T13:14:16.952387+00:00,3157465,Duncan Robinson,DET,ast,OVER,2.5,185,0.3508771929824561,0.3681532321783894,0.46605078762201146,0.01727603919593329,0.04923671170840982,bovada,Bovada,2026-05-15T23:10:00Z,Cleveland Cavaliers,Detroit Pistons,,,False
2026-05-15,2026-05-15T13:14:16.952387+00:00,4684742,Ausar Thompson,DET,ast,OVER,3.5,133,0.4291845493562232,0.4471000828017509,0.5486214389930746,0.01791553344552771,0.0417431929280796,williamhill_us,Caesars,2026-05-15T23:10:00Z,Cleveland Cavaliers,Detroit Pistons,,,False
2026-05-15,2026-05-15T13:14:16.952387+00:00,4684742,Ausar Thompson,DET,ast,OVER,3.5,130,0.43478260869565216,0.45185843324026553,0.5486214389930746,0.01707582454461337,0.03927439645261077,betonlineag,BetOnline.ag,2026-05-15T23:10:00Z,Cleveland Cavaliers,Detroit Pistons,,,False
2026-05-15,2026-05-15T13:14:16.952387+00:00,4397002,Ayo Dosunmu,MIN,ast,UNDER,3.5,110,0.47619047619047616,0.4944602027309338,0.5979886531268603,0.01826972654045761,0.03836642573496096,bovada,Bovada,2026-05-16T01:40:00Z,Minnesota Timberwolves,San Antonio Spurs,,,False
2026-05-15,2026-05-15T13:14:16.952387+00:00,3064514,Julius Randle,MIN,ast,UNDER,4.5,-185,0.6491228070175439,0.6735744681815609,0.812133881444324,0.02445166116401698,0.03766877530672891,betmgm,BetMGM,2026-05-16T01:40:00Z,Minnesota Timberwolves,San Antonio Spurs,,,False
