date,player_id,player_name,team,stat,side,line,price,implied_prob,model_prob,edge,ev,bookmaker,bookmaker_title,commence_time
2025-10-04,1630162.0,Anthony Edwards,MIN,ast,OVER,5.5,375,0.21052631578947367,0.3606998619000078,0.15017354611053413,0.7133243440250371,bovada,Bovada,2025-10-05T01:00:00+00:00
2025-10-04,1630162.0,Anthony Edwards,MIN,ast,OVER,3.5,-120,0.5454545454545454,0.6712658610780416,0.12581131562349623,0.2306540786430764,bovada,Bovada,2025-10-05T01:00:00+00:00
2025-10-04,1630162.0,Anthony Edwards,MIN,ast,OVER,7.5,1200,0.07692307692307693,0.12372021666044719,0.046797139737370264,0.6083628165858135,bovada,Bovada,2025-10-05T01:00:00+00:00
2025-10-04,203497.0,Rudy Gobert,MIN,pts,OVER,14.5,450,0.18181818181818182,0.694175490557145,0.5123573087389632,2.8179651980642975,bovada,Bovada,2025-10-05T01:00:00+00:00
2025-10-04,1631094.0,Paolo Banchero,ORL,pts,OVER,19.5,200,0.3333333333333333,0.7944342650519691,0.4611009317186358,1.3833027951559074,bovada,Bovada,2025-10-05T00:00:00+00:00
2025-10-04,1627750.0,Jamal Murray,DEN,pts,OVER,14.5,200,0.3333333333333333,0.7818211555000738,0.4484878221667405,1.3454634665002214,bovada,Bovada,2025-10-05T01:00:00+00:00
2025-10-04,1631094.0,Paolo Banchero,ORL,pts,OVER,24.5,650,0.13333333333333333,0.561682937313166,0.4283496039798327,3.212622029848745,bovada,Bovada,2025-10-05T00:00:00+00:00
2025-10-04,1627750.0,Jamal Murray,DEN,pts,OVER,19.5,700,0.125,0.544466127922874,0.41946612792287397,3.3557290233829917,bovada,Bovada,2025-10-05T01:00:00+00:00
2025-10-04,1629661.0,Cameron Johnson,BKN,pts,OVER,14.5,325,0.23529411764705882,0.6381678085589573,0.40287369091189845,1.7122131863755685,bovada,Bovada,2025-10-05T01:00:00+00:00
2025-10-04,203932.0,Aaron Gordon,DEN,pts,OVER,14.5,325,0.23529411764705882,0.6330040241201111,0.3977099064730523,1.6902671025104723,bovada,Bovada,2025-10-05T01:00:00+00:00
2025-10-04,203497.0,Rudy Gobert,MIN,pts,OVER,9.5,105,0.4878048780487805,0.8798801085182102,0.3920752304694297,0.803754222462331,bovada,Bovada,2025-10-05T01:00:00+00:00
2025-10-04,203497.0,Rudy Gobert,MIN,pts,OVER,19.5,1400,0.06666666666666667,0.4368558406823989,0.37018917401573226,5.552837610235984,bovada,Bovada,2025-10-05T01:00:00+00:00
2025-10-04,1630532.0,Franz Wagner,ORL,pts,OVER,19.5,275,0.26666666666666666,0.632003489028338,0.36533682236167137,1.3700130838562674,bovada,Bovada,2025-10-05T00:00:00+00:00
2025-10-04,1630162.0,Anthony Edwards,MIN,pts,OVER,19.5,115,0.46511627906976744,0.8147469642670744,0.34963068519730695,0.7517059731742098,bovada,Bovada,2025-10-05T01:00:00+00:00
2025-10-04,1630162.0,Anthony Edwards,MIN,pts,OVER,24.5,300,0.25,0.5905108042444578,0.3405108042444578,1.3620432169778312,bovada,Bovada,2025-10-05T01:00:00+00:00
2025-10-04,1631094.0,Paolo Banchero,ORL,pts,OVER,14.5,-165,0.6226415094339622,0.9316997850070159,0.30905827557305365,0.49636632137490433,bovada,Bovada,2025-10-05T00:00:00+00:00
