date,game_id,home_team,visitor_team,commence_time,home_ml,away_ml,home_spread,away_spread,total,bookmaker,home_tri,away_tri
2026-05-30,,Oklahoma City Thunder,San Antonio Spurs,2026-05-31T00:10:00Z,-136.72852499750854,136.72852499750854,-3.5,3.5,212.5,oddsapi_consensus,OKC,SAS
