date,snapshot_ts,player_id,player_name,team,stat,side,line,price,implied_prob,model_prob,model_prob_raw,edge,ev,bookmaker,bookmaker_title,commence_time,home_team,away_team,sentiment_strength,sentiment_w,sentiment_applied
2026-05-18,2026-05-18T14:01:58.108700+00:00,4432823.0,Jalen Williams,OKC,ast,UNDER,3.5,170,0.37037037037037035,0.4244727291757695,0.7310527624063645,0.05410235880539915,0.14607636877457764,bovada,Bovada,2026-05-19T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs,,,False
2026-05-18,2026-05-18T14:01:58.108700+00:00,4845367.0,Stephon Castle,SAS,ast,UNDER,5.5,140,0.4166666666666667,0.47628882193335753,0.8141477017779388,0.059622155266690846,0.14309317264005805,bovada,Bovada,2026-05-19T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs,,,False
2026-05-18,2026-05-18T14:01:58.108700+00:00,4278073.0,Shai Gilgeous-Alexander,OKC,ast,UNDER,5.5,180,0.35714285714285715,0.3922389023109782,0.5911164915969975,0.03509604516812104,0.09826892647073904,bovada,Bovada,2026-05-19T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs,,,False
2026-05-18,2026-05-18T14:01:58.108700+00:00,4900671.0,Ajay Mitchell,OKC,ast,OVER,3.5,125,0.4444444444444444,0.48522047890874914,0.7162846742064759,0.04077603446430472,0.09174607754468556,betmgm,BetMGM,2026-05-19T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs,,,False
2026-05-18,2026-05-18T14:01:58.108700+00:00,4845367.0,Stephon Castle,SAS,ast,UNDER,6.5,-135,0.574468085106383,0.6266904978262866,0.9226175032390733,0.05222241271990358,0.09090568140131372,draftkings,DraftKings,2026-05-19T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs,,,False
2026-05-18,2026-05-18T14:01:58.108700+00:00,4845367.0,Stephon Castle,SAS,ast,UNDER,6.5,-135,0.574468085106383,0.6266904978262866,0.9226175032390733,0.05222241271990358,0.09090568140131372,bovada,Bovada,2026-05-19T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs,,,False
2026-05-18,2026-05-18T14:01:58.108700+00:00,4592479.0,Julian Champagnie,SAS,ast,OVER,1.5,142,0.4132231404958678,0.45075200343352956,0.6634155600802798,0.03752886293766178,0.09081984830914147,fanduel,FanDuel,2026-05-19T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs,,,False
2026-05-18,2026-05-18T14:01:58.108700+00:00,4592479.0,Julian Champagnie,SAS,ast,OVER,1.5,140,0.4166666666666667,0.45367900067870864,0.6634155600802798,0.03701233401204196,0.08882960162890063,draftkings,DraftKings,2026-05-19T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs,,,False
2026-05-18,2026-05-18T14:01:58.108700+00:00,4592479.0,Julian Champagnie,SAS,ast,OVER,1.5,140,0.4166666666666667,0.45367900067870864,0.6634155600802798,0.03701233401204196,0.08882960162890063,bovada,Bovada,2026-05-19T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs,,,False
2026-05-18,2026-05-18T14:01:58.108700+00:00,4845367.0,Stephon Castle,SAS,ast,UNDER,6.5,-138,0.5798319327731093,0.631249768343004,0.9226175032390733,0.051417835569894654,0.08867713670749955,fanduel,FanDuel,2026-05-19T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs,,,False
2026-05-18,2026-05-18T14:01:58.108700+00:00,4845367.0,Stephon Castle,SAS,ast,UNDER,6.5,-139,0.5815899581589958,0.6327440899210075,0.9226175032390733,0.05115413176201167,0.08795566540374672,betonlineag,BetOnline.ag,2026-05-19T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs,,,False
2026-05-18,2026-05-18T14:01:58.108700+00:00,4845367.0,Stephon Castle,SAS,ast,UNDER,6.5,-140,0.5833333333333334,0.6342259588191944,0.9226175032390733,0.05089262548586104,0.08724450083290469,betmgm,BetMGM,2026-05-19T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs,,,False
2026-05-18,2026-05-18T14:01:58.108700+00:00,4900671.0,Ajay Mitchell,OKC,ast,OVER,3.5,120,0.45454545454545453,0.4938063374946077,0.7162846742064759,0.0392608829491532,0.08637394248813701,betonlineag,BetOnline.ag,2026-05-19T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs,,,False
2026-05-18,2026-05-18T14:01:58.108700+00:00,4900671.0,Ajay Mitchell,OKC,ast,OVER,3.5,120,0.45454545454545453,0.4938063374946077,0.7162846742064759,0.0392608829491532,0.08637394248813701,bovada,Bovada,2026-05-19T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs,,,False
2026-05-18,2026-05-18T14:01:58.108700+00:00,4900671.0,Ajay Mitchell,OKC,ast,OVER,3.5,118,0.45871559633027525,0.49735095801170537,0.7162846742064759,0.038635361681430114,0.08422508846551768,draftkings,DraftKings,2026-05-19T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs,,,False
2026-05-18,2026-05-18T14:01:58.108700+00:00,4432823.0,Jalen Williams,OKC,ast,UNDER,4.5,-118,0.5412844036697247,0.5868695379434735,0.84518529882805,0.04558513427374877,0.0842166039972646,fanduel,FanDuel,2026-05-19T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs,,,False
2026-05-18,2026-05-18T14:01:58.108700+00:00,4592479.0,Julian Champagnie,SAS,ast,OVER,1.5,134,0.42735042735042733,0.4627601972599052,0.6634155600802798,0.03540976990947786,0.08285886158817812,betonlineag,BetOnline.ag,2026-05-19T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs,,,False
2026-05-18,2026-05-18T14:01:58.108700+00:00,4432823.0,Jalen Williams,OKC,ast,UNDER,4.5,-120,0.5454545454545454,0.5904141584605711,0.84518529882805,0.04495961300602569,0.08242595717771373,betonlineag,BetOnline.ag,2026-05-19T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs,,,False
2026-05-18,2026-05-18T14:01:58.108700+00:00,4900671.0,Ajay Mitchell,OKC,ast,OVER,3.5,116,0.46296296296296297,0.5009612196494899,0.7162846742064759,0.037998256686526954,0.08207623444289813,fanduel,FanDuel,2026-05-19T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs,,,False
2026-05-18,2026-05-18T14:01:58.108700+00:00,4432823.0,Jalen Williams,OKC,ast,UNDER,4.5,-125,0.5555555555555556,0.5990000170464298,0.84518529882805,0.04344446149087422,0.07820003068357367,draftkings,DraftKings,2026-05-19T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs,,,False
2026-05-18,2026-05-18T14:01:58.108700+00:00,4432823.0,Jalen Williams,OKC,ast,UNDER,4.5,-125,0.5555555555555556,0.5990000170464298,0.84518529882805,0.04344446149087422,0.07820003068357367,bovada,Bovada,2026-05-19T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs,,,False
2026-05-18,2026-05-18T14:01:58.108700+00:00,4432823.0,Jalen Williams,OKC,ast,UNDER,4.5,-125,0.5555555555555556,0.5990000170464298,0.84518529882805,0.04344446149087422,0.07820003068357367,betmgm,BetMGM,2026-05-19T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs,,,False
2026-05-18,2026-05-18T14:01:58.108700+00:00,4278073.0,Shai Gilgeous-Alexander,OKC,ast,UNDER,6.5,-104,0.5098039215686274,0.5475267055724111,0.7612891482605186,0.037722784003783705,0.0739946916997295,draftkings,DraftKings,2026-05-19T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs,,,False
2026-05-18,2026-05-18T14:01:58.108700+00:00,4397020.0,Luguentz Dort,OKC,ast,OVER,0.5,-135,0.574468085106383,0.6164088915856502,0.8540734616348304,0.04194080647926712,0.07300807053798358,betmgm,BetMGM,2026-05-19T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs,,,False
2026-05-18,2026-05-18T14:01:58.108700+00:00,4278073.0,Shai Gilgeous-Alexander,OKC,ast,UNDER,6.5,-105,0.5121951219512195,0.5495592258976144,0.7612891482605186,0.03736410394639489,0.0729489648477234,betonlineag,BetOnline.ag,2026-05-19T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs,,,False
2026-05-18,2026-05-18T14:01:58.108700+00:00,4278073.0,Shai Gilgeous-Alexander,OKC,ast,UNDER,6.5,-105,0.5121951219512195,0.5495592258976144,0.7612891482605186,0.03736410394639489,0.0729489648477234,bovada,Bovada,2026-05-19T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs,,,False
2026-05-18,2026-05-18T14:01:58.108700+00:00,4278073.0,Shai Gilgeous-Alexander,OKC,ast,UNDER,6.5,-106,0.5145631067961165,0.5515720130157769,0.7612891482605186,0.037008906219660354,0.07192296869103809,fanduel,FanDuel,2026-05-19T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs,,,False
2026-05-18,2026-05-18T14:01:58.108700+00:00,4395630.0,Devin Vassell,SAS,ast,OVER,2.5,131,0.4329004329004329,0.4604688916269385,0.6166901577438034,0.027568458726505596,0.06368313965822792,draftkings,DraftKings,2026-05-19T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs,,,False
2026-05-18,2026-05-18T14:01:58.108700+00:00,4395630.0,Devin Vassell,SAS,ast,OVER,2.5,130,0.43478260869565216,0.4620687410528749,0.6166901577438034,0.027286132357222714,0.06275810442161223,bovada,Bovada,2026-05-19T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs,,,False
2026-05-18,2026-05-18T14:01:58.108700+00:00,4278073.0,Shai Gilgeous-Alexander,OKC,ast,UNDER,6.5,-120,0.5454545454545454,0.5778297358754414,0.7612891482605186,0.03237519042089598,0.05935451577164258,betmgm,BetMGM,2026-05-19T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs,,,False
2026-05-18,2026-05-18T14:01:58.108700+00:00,4066259.0,De'Aaron Fox,SAS,ast,UNDER,4.5,135,0.425531914893617,0.45071209770503096,0.5933998003030432,0.02518018281141393,0.059173429606822814,bovada,Bovada,2026-05-19T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs,,,False
2026-05-18,2026-05-18T14:01:58.108700+00:00,4397020.0,Luguentz Dort,OKC,ast,OVER,0.5,-159,0.6138996138996139,0.6499256910598964,0.8540734616348304,0.0360260771602825,0.05868398732398217,betonlineag,BetOnline.ag,2026-05-19T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs,,,False
2026-05-18,2026-05-18T14:01:58.108700+00:00,4395630.0,Devin Vassell,SAS,ast,OVER,2.5,124,0.44642857142857145,0.47196780937585625,0.6166901577438034,0.0255392379472848,0.057207893001917975,betonlineag,BetOnline.ag,2026-05-19T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs,,,False
2026-05-18,2026-05-18T14:01:58.108700+00:00,4222252.0,Isaiah Hartenstein,OKC,ast,OVER,2.5,120,0.45454545454545453,0.4798980535025351,0.6235627809259918,0.025352598957080585,0.05577571770557721,fanatics,Fanatics,2026-05-19T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs,,,False
2026-05-18,2026-05-18T14:01:58.108700+00:00,4222252.0,Isaiah Hartenstein,OKC,ast,OVER,2.5,120,0.45454545454545453,0.4798980535025351,0.6235627809259918,0.025352598957080585,0.05577571770557721,betmgm,BetMGM,2026-05-19T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs,,,False
2026-05-18,2026-05-18T14:01:58.108700+00:00,4397020.0,Luguentz Dort,OKC,ast,OVER,0.5,-165,0.6226415094339622,0.6573563022640925,0.8540734616348304,0.03471479283013024,0.055754061212027306,bovada,Bovada,2026-05-19T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs,,,False
2026-05-18,2026-05-18T14:01:58.108700+00:00,4395630.0,Devin Vassell,SAS,ast,OVER,2.5,122,0.45045045045045046,0.4753864065444534,0.6166901577438034,0.024935956094002953,0.055357822528686595,fanduel,FanDuel,2026-05-19T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs,,,False
2026-05-18,2026-05-18T14:01:58.108700+00:00,4397020.0,Luguentz Dort,OKC,ast,OVER,0.5,-167,0.6254681647940075,0.659758959320131,0.8540734616348304,0.03429079452612349,0.05482420442200575,draftkings,DraftKings,2026-05-19T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs,,,False
2026-05-18,2026-05-18T14:01:58.108700+00:00,4845367.0,Stephon Castle,SAS,ast,UNDER,7.5,-250,0.7142857142857143,0.7533270856378815,0.9745615233001627,0.03904137135216723,0.054657919893034146,bovada,Bovada,2026-05-19T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs,,,False
2026-05-18,2026-05-18T14:01:58.108700+00:00,4278073.0,Shai Gilgeous-Alexander,OKC,ast,UNDER,7.5,-190,0.6551724137931034,0.6893575982928544,0.8830736437914427,0.03418518449975094,0.052177386868040854,bovada,Bovada,2026-05-19T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs,,,False
2026-05-18,2026-05-18T14:01:58.108700+00:00,4066259.0,De'Aaron Fox,SAS,ast,UNDER,5.5,-135,0.574468085106383,0.603328926448894,0.7668736940564561,0.02886084134251099,0.05023924233696364,betmgm,BetMGM,2026-05-19T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs,,,False
2026-05-18,2026-05-18T14:01:58.108700+00:00,2991350.0,Alex Caruso,OKC,ast,OVER,2.5,165,0.37735849056603776,0.39630488945377923,0.5036678164843142,0.018946398887741467,0.05020795705251502,bovada,Bovada,2026-05-19T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs,,,False
2026-05-18,2026-05-18T14:01:58.108700+00:00,4066259.0,De'Aaron Fox,SAS,ast,UNDER,5.5,-136,0.576271186440678,0.6048615625830447,0.7668736940564561,0.028590376142366702,0.04961271154116581,fanduel,FanDuel,2026-05-19T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs,,,False
