game_id,team,player_id,player_name,prob_first_basket
0042500214,PHI,4431678,Tyrese Maxey,0.11496205852847113
0042500214,PHI,5124612,VJ Edgecombe,0.1118231627324719
0042500214,PHI,3059318,Joel Embiid,0.10299501830622412
0042500214,PHI,4251,Paul George,0.10181793238272444
0042500214,PHI,3133603,Kelly Oubre Jr.,0.09612868375247585
0042500214,NYK,3934672,Jalen Brunson,0.10446637571059876
0042500214,NYK,3062679,Josh Hart,0.09956185102935
0042500214,NYK,3934719,OG Anunoby,0.0989822253852024
0042500214,NYK,3136195,Karl-Anthony Towns,0.0875457655602905
0042500214,NYK,3147657,Mikal Bridges,0.08171692661219102
0042500234,MIN,4431671,Jaden McDaniels,0.10851223109745098
0042500234,MIN,3032976,Rudy Gobert,0.10702982356879728
0042500234,MIN,3064514,Julius Randle,0.10673334206306653
0042500234,MIN,4594268,Anthony Edwards,0.09661591068000502
0042500234,MIN,4396971,Naz Reid,0.08261951293029965
0042500234,SAS,4066259,De'Aaron Fox,0.10707923715308575
0042500234,SAS,4395630,Devin Vassell,0.10463326473080714
0042500234,SAS,4845367,Stephon Castle,0.10305697139200536
0042500234,SAS,5104157,Victor Wembanyama,0.09349050147376013
0042500234,SAS,4592479,Julian Champagnie,0.09022920491072199
