date,home_team,visitor_team,home_tri,away_tri,home_pts,visitor_pts,pred_margin,pred_total,actual_margin,total_actual,margin_error,total_error
2026-04-07,BOSTON CELTICS,CHARLOTTE HORNETS,BOS,CHA,,,-10.634207866528117,222.69993461308576,,0.0,,222.69993461308576
2026-04-07,BROOKLYN NETS,MILWAUKEE BUCKS,BKN,MIL,,,-10.128628529328406,227.6286525860604,,0.0,,227.6286525860604
2026-04-07,GOLDEN STATE WARRIORS,SACRAMENTO KINGS,GSW,SAC,,,-4.118224679288774,227.31233490098143,,0.0,,227.31233490098143
2026-04-07,INDIANA PACERS,MINNESOTA TIMBERWOLVES,IND,MIN,,,5.146144860653427,221.271473769546,,0.0,,221.271473769546
2026-04-07,LOS ANGELES CLIPPERS,DALLAS MAVERICKS,LAC,DAL,,,1.0077063717771262,226.2101279053093,,0.0,,226.2101279053093
2026-04-07,LOS ANGELES LAKERS,OKLAHOMA CITY THUNDER,LAL,OKC,,,-3.867423843434002,227.6904479202146,,0.0,,227.6904479202146
2026-04-07,NEW ORLEANS PELICANS,UTAH JAZZ,NOP,UTA,,,0.7190495773148193,233.85420827115868,,0.0,,233.85420827115868
2026-04-07,PHOENIX SUNS,HOUSTON ROCKETS,PHX,HOU,,,-3.10683025660717,223.7575274309401,,0.0,,223.7575274309401
2026-04-07,TORONTO RAPTORS,MIAMI HEAT,TOR,MIA,,,16.017337050431482,214.89878317534863,,0.0,,214.89878317534863
2026-04-07,WASHINGTON WIZARDS,CHICAGO BULLS,WAS,CHI,,,13.135230803079237,224.4787192951688,,0.0,,224.4787192951688
