date,commence_time,home_team,visitor_team,home_ml,away_ml,home_spread,away_spread,total,bookmaker
2026-05-20,2026-05-20T00:10:00Z,New York Knicks,Cleveland Cavaliers,-218.7240880157,218.7240880157001,-7.0,7.0,217.5,oddsapi_consensus
