market,side,home,away,date,ev,price,implied_prob,edge,line,pred_margin,market_home_margin,pred_total,tier
ML,New York Knicks,Philadelphia 76ers,New York Knicks,2026-05-10,0.06836487767017341,-108.45913729024996,0.5202896773924374,,,,,,High
ATS,New York Knicks,Philadelphia 76ers,New York Knicks,2026-05-10,0.3801789179377242,-105.0,0.5121951219512195,-6.532940656231243,-1.0,-7.532940656231243,-1.0,,High
TOTAL,Over,Philadelphia 76ers,New York Knicks,2026-05-10,0.34846988107570187,-100.0,0.5,7.226200694911597,213.0,,,220.2262006949116,High
