date,home_team,visitor_team,h1_total,q1_total,q2_total,q3_total,q4_total,h1_spread,h1_home_spread_price,h1_away_spread_price,q1_spread,q1_home_spread_price,q1_away_spread_price,q2_spread,q2_home_spread_price,q2_away_spread_price,q3_spread,q3_home_spread_price,q3_away_spread_price,q4_spread,q4_home_spread_price,q4_away_spread_price
2026-05-28,San Antonio Spurs,Oklahoma City Thunder,106.5,53.5,53.0,57.5,56.5,-2.0,-105,-115,-1.0,-110,-110,-1.0,-110,-110,-1.5,120,-140,-1.5,110,-130
