date,commence_time,home_team,visitor_team,home_ml,away_ml,home_spread,away_spread,home_spread_price,away_spread_price,total,total_over_price,total_under_price,bookmaker
2025-10-04,2025-10-04T15:00:00+00:00,Philadelphia 76ers,New York Knicks,240,-290,7.5,-7.5,-110,-110,217.5,-110,-110,bovada
