market,side,home,away,date,ev,price,implied_prob,edge,line,pred_margin,market_home_margin,pred_total,tier
ATS,Los Angeles Lakers,Oklahoma City Thunder,Los Angeles Lakers,2026-05-07,0.4014460650123879,-110.0,0.5238095238095238,-7.502791211518924,15.5,7.997208788481076,15.5,,High
TOTAL,Over,Oklahoma City Thunder,Los Angeles Lakers,2026-05-07,0.7208474825013262,100.25477707006368,0.4993638676844784,17.23695661040199,210.0,,,227.236956610402,High
