date,commence_time,home_team,visitor_team,home_ml,away_ml,home_spread,away_spread,home_spread_price,away_spread_price,total,total_over_price,total_under_price,books_count,books_h2h,books_spreads,books_totals,bookmaker
2026-05-12,2026-05-13T00:10:00Z,San Antonio Spurs,Minnesota Timberwolves,-340.9147690409104,340.9147690409103,-10.5,10.5,-105,-115,218.5,-100.0,-100.0,10,10,6,6,oddsapi_consensus
