season,market,n_bets,roi,hit_rate,avg_edge,avg_ev
2023,ATS,61,0.02588655510539336,0.5245901639344263,5.0393642623999595,0.2425857285768192
2024,ATS,73,0.00042155961390586506,0.4931506849315068,3.968273602691668,0.21711121934564404
2025,ATS,235,-0.1322639463859798,0.4553191489361702,5.249520826813772,0.22675182888247253
2023,ML,54,3.038762900108907,0.2962962962962963,0.16780266129531138,2.602470238312095
2024,ML,68,-0.36224155980783646,0.35294117647058826,0.09977938383013205,0.3273461488088905
2025,ML,227,0.2451514667546717,0.27312775330396477,0.15713708457376016,1.2704702244602346
2023,TOTAL,59,-0.06379139068757145,0.4915254237288136,7.2041766256674125,0.21807867682759052
2024,TOTAL,53,-0.17692244559572157,0.4339622641509434,7.5077325521149145,0.2190555158931195
2025,TOTAL,255,-0.0019370988203883692,0.5254901960784314,7.123954525609866,0.20604417907480718
