season,market,side,edge,price,won,date,p_model
2024,h1_ATS,away,3.770757842537411,-110,,2023-10-24,0.6527616981202361
2024,h1_ATS,home,1.350391383268637,-110,,2023-10-25,0.5559330057676218
2024,h1_ATS,home,1.8720832201989488,-110,,2023-10-25,0.577306919395074
2024,h1_ATS,home,1.7088013624924576,-110,,2023-10-25,0.5706385678603707
2024,h1_ATS,away,4.4279401140295604,-110,,2023-10-25,0.677688136029265
2024,h1_ATS,away,1.5381249697821742,-110,,2023-10-26,0.5636466445100683
2024,h1_ATS,home,5.411101601226809,-110,,2023-10-27,0.7135060081166127
2024,h1_ATS,home,1.580924344225668,-110,,2023-10-27,0.5654019202627736
2024,h1_ATS,home,4.403697646231567,-110,,2023-10-27,0.676781838111844
2024,h1_ATS,home,2.5431964997320073,-110,,2023-10-27,0.6044630301706988
2024,h1_ATS,home,1.1697360072274074,-110,,2023-10-28,0.5484901029843853
2024,h1_ATS,home,2.115733263928222,-110,,2023-10-28,0.5872158481466097
2024,h1_ATS,away,1.7038787218055367,-110,,2023-10-28,0.5704372062542652
2024,h1_ATS,home,1.9850003758829922,-110,1.0,2023-10-28,0.5819055975323559
2024,h1_ATS,away,3.4041875143701117,-110,0.0,2023-11-03,0.6385564356487232
2024,h1_ATS,away,1.2986007188435065,-110,1.0,2023-11-03,0.5538011572392443
2024,h1_ATS,away,1.1218888878962812,-110,0.0,2023-11-10,0.5465158592637901
2024,h1_ATS,away,2.647919568403542,-110,0.0,2023-11-10,0.608658742202116
2024,h1_ATS,home,1.3236973339912748,-110,1.0,2023-11-14,0.5548344021955246
2024,h1_ATS,home,1.9755746929711862,-110,0.0,2023-11-14,0.5815221449043211
2024,h1_ATS,away,1.9776657089499379,-110,1.0,2023-11-14,0.581607217650439
2024,h1_ATS,away,2.2833644437241825,-110,0.0,2023-11-17,0.5940014610848848
2024,h1_ATS,away,2.1060573094737514,-110,1.0,2023-11-17,0.5868233535374818
2024,h1_ATS,away,1.417552581076798,-110,,2023-11-21,0.5586951311389263
2024,h1_ATS,home,1.900753211282244,-110,,2023-11-21,0.5784755615015881
2024,h1_ATS,away,3.2223033882109187,-110,1.0,2023-11-24,0.6314350826072344
2024,h1_ATS,home,1.5738061870078353,-110,1.0,2023-11-28,0.5651100808207686
2024,h1_ATS,away,2.614091719242174,-110,1.0,2023-12-02,0.6073047911751712
2024,h1_ATS,away,1.7225488770529909,-110,0.0,2023-12-02,0.5712008152119916
2024,h1_ATS,away,2.3557799776659047,-110,,2023-12-25,0.596924215161119
2024,h1_ATS,away,1.326385734248273,-110,1.0,2024-01-15,0.5549450635290927
2024,h1_ATS,home,2.2413902141785425,-110,0.0,2024-01-15,0.5923049316908344
2024,h1_ATS,away,1.7162287840035804,-110,1.0,2024-01-15,0.5709423532283265
2024,h1_ATS,home,3.528997097800774,-110,0.0,2024-01-15,0.6434156835205023
2024,h1_ATS,away,1.441634694417166,-110,0.0,2024-01-20,0.5596848637162242
2024,h1_ATS,home,5.134061045624764,-110,1.0,2024-01-27,0.7036052357502054
2024,h1_ATS,away,1.0565810211312034,-110,1.0,2024-02-03,0.543819312022367
2024,h1_ATS,home,2.7355063924043845,-110,1.0,2024-02-10,0.6121582326733929
2024,h1_ATS,home,1.3349224431431743,-110,0.0,2024-02-10,0.5552964275683063
2024,h1_ATS,home,2.076041296988279,-110,1.0,2024-02-10,0.5856052359478082
2024,h1_ATS,away,2.335271425619146,-110,1.0,2024-03-09,0.5960970139707903
2024,h1_ATS,home,4.116599036043269,-110,,2024-03-15,0.6659701227749829
2024,h1_ATS,home,1.4571399123678193,-110,,2024-03-15,0.560321904065122
2024,h1_ATS,home,3.6732386278526454,-110,,2024-03-15,0.6490025764088194
2024,h1_ATS,home,1.4298324430721676,-110,,2024-03-22,0.5591998581075284
2024,h1_ATS,home,1.9749851147612194,-110,0.0,2024-03-23,0.581498157292877
2024,h1_ATS,home,1.267506942837323,-110,0.0,2024-03-23,0.552520498922145
2024,h1_ATS,away,1.147942910210792,-110,0.0,2024-03-23,0.5475910329286542
2024,h1_ATS,home,4.753143748765139,-110,1.0,2024-03-29,0.6897419882119489
2024,h1_ATS,away,2.468076217959822,-110,0.0,2024-03-29,0.6014458427247179
2024,h1_ATS,away,1.3076266134496635,-110,1.0,2024-03-29,0.5541728019894074
2024,h1_ATS,away,3.612710122350764,-110,1.0,2024-03-29,0.6466619697216269
2024,h1_ATS,home,1.6595404339114121,-110,0.0,2024-03-29,0.5686227199184709
2024,h1_ATS,home,2.3371654757024274,-110,1.0,2024-03-29,0.5961734275172691
2024,h1_ATS,home,2.45829686049999,-110,,2024-04-05,0.6010526066047205
2024,h1_ATS,home,1.3621997034235402,-110,,2024-04-05,0.5564188450313798
2024,h1_ATS,away,2.499801284139409,-110,0.0,2024-04-05,0.6027208232611642
2024,h1_ATS,away,2.3087532086600877,-110,,2024-04-05,0.5950267793137468
2024,h1_ATS,home,2.184972838166236,-110,,2024-04-06,0.5900219098921715
2024,h1_ATS,away,3.210593913665317,-110,1.0,2024-04-12,0.630975037870072
2024,h1_ATS,away,4.920576878735026,-110,0.0,2024-04-12,0.6958704622132366
2024,h1_ATS,home,3.969452554201226,-110,1.0,2024-04-12,0.6603742135061546
2024,h1_ATS,away,1.8902883533580277,-110,0.0,2024-04-12,0.5780490739786741
2024,h1_TOTAL,over,2.506173524349663,-110,,2023-10-24,0.5720543350399618
2024,h1_TOTAL,over,4.065747648268982,-110,,2023-10-27,0.6158576777200129
2024,h1_TOTAL,under,2.9825051420527586,-110,,2023-10-27,0.5855542826744672
2024,h1_TOTAL,over,4.20201876538944,-110,,2023-10-27,0.6196242616126635
2024,h1_TOTAL,over,4.713630955111995,-110,,2023-10-27,0.6336617856846323
2024,h1_TOTAL,over,1.6688110913527368,-110,,2023-10-27,0.5481261025728997
2024,h1_TOTAL,over,1.5277348675174807,-110,,2023-10-28,0.5440750281226506
2024,h1_TOTAL,under,6.408630658625185,-110,,2023-10-28,0.6788170862101841
2024,h1_TOTAL,over,1.8073599175213388,-110,1.0,2023-10-28,0.5520997326845799
2024,h1_TOTAL,under,1.3837211384106922,-110,0.0,2023-11-03,0.5399348731783971
2024,h1_TOTAL,under,2.0718023646627017,-110,1.0,2023-11-03,0.559669213286162
2024,h1_TOTAL,over,1.0589482459736672,-110,1.0,2023-11-04,0.5305829708882179
2024,h1_TOTAL,over,10.742000084142049,-110,1.0,2023-11-24,0.7818350906486089
2024,h1_TOTAL,under,1.8364646217213192,-110,1.0,2023-12-02,0.552933815587831
2024,h1_TOTAL,under,1.3765755355445748,-110,1.0,2023-12-23,0.5397293324406797
