date,home_team,visitor_team,home_tri,away_tri,home_pts,visitor_pts,pred_margin,pred_total,actual_margin,total_actual,margin_error,total_error
2025-10-03,Los Angeles Lakers,Phoenix Suns,LAL,PHX,,,6.193273370020352,224.8600666457012,,0.0,,224.8600666457012
2025-10-03,New Orleans Pelicans,Melbourne United,NOP,MELBOURNE UNITED,,,-4.367538632245813,160.0242425620617,,0.0,,160.0242425620617
