date,commence_time,home_team,visitor_team,home_ml,away_ml,home_spread,away_spread,total,bookmaker
2026-05-27,2026-05-27T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs,-162.63214970251673,162.63214970251664,-4.5,4.5,217.0,oddsapi_consensus
