date,game_id,home_team,visitor_team,commence_time,home_ml,away_ml,home_spread,away_spread,home_spread_price,away_spread_price,total,total_over_price,total_under_price,books_count,bookmaker,home_tri,away_tri,prob_home_tip,early_threes_expected,early_threes_prob_ge_1,first_basket_top5
2026-05-10,0042500234,Minnesota Timberwolves,San Antonio Spurs,2026-05-10T23:40:00Z,166.30092173187538,-166.30092173187543,4.5,-4.5,240,-340,218.5,100.43391477913738,-100.43391477913738,11,oddsapi_consensus,MIN,SAS,0.4850044983805899,1.100317432325192,0.667234563575191,MIN: Jaden McDaniels (10.9%); SAS: De'Aaron Fox (10.7%); MIN: Rudy Gobert (10.7%); MIN: Julius Randle (10.7%); SAS: Devin Vassell (10.5%)
2026-05-10,0042500214,Philadelphia 76ers,New York Knicks,2026-05-10T19:40:00Z,108.45913729024991,-108.45913729024996,1.0,-1.0,-115,-105,213.0,-100.0,-100.0,11,oddsapi_consensus,PHI,NYK,0.5,1.0665668034253646,0.6558118431058022,PHI: Tyrese Maxey (11.5%); PHI: VJ Edgecombe (11.2%); NYK: Jalen Brunson (10.4%); PHI: Joel Embiid (10.3%); PHI: Paul George (10.2%)
