date,home_team,visitor_team,home_tri,away_tri,home_pts,visitor_pts,pred_margin,pred_total,actual_margin,total_actual,margin_error,total_error
2026-04-05,Boston Celtics,Toronto Raptors,BOS,TOR,115,101,-5.641928006624973,226.20152535437333,14,216,-19.641928006624973,10.20152535437333
2026-04-05,Brooklyn Nets,Washington Wizards,BKN,WAS,121,115,11.9234793126713,218.8480298716639,6,236,5.923479312671301,-17.151970128336103
2026-04-05,Chicago Bulls,Phoenix Suns,CHI,PHX,110,120,7.442241941672602,222.89054598740648,-10,230,17.442241941672602,-7.109454012593517
2026-04-05,Cleveland Cavaliers,Indiana Pacers,CLE,IND,117,108,16.18798716908181,235.62515925023357,9,225,7.187987169081811,10.625159250233565
2026-04-05,Dallas Mavericks,Los Angeles Lakers,DAL,LAL,134,128,2.086694132693068,227.599991531493,6,262,-3.913305867306932,-34.400008468507
2026-04-05,Golden State Warriors,Houston Rockets,GSW,HOU,116,117,3.1386895920980105,223.39969846576483,-1,233,4.138689592098011,-9.600301534235172
2026-04-05,Milwaukee Bucks,Memphis Grizzlies,MIL,MEM,131,115,7.125584449452035,230.13023775565037,16,246,-8.874415550547965,-15.86976224434963
2026-04-05,Minnesota Timberwolves,Charlotte Hornets,MIN,CHA,108,122,15.686224187674418,221.28238421230463,-14,230,29.68622418767442,-8.717615787695365
2026-04-05,New Orleans Pelicans,Orlando Magic,NOP,ORL,108,112,-8.173596376584422,222.90868135665252,-4,220,-4.173596376584422,2.9086813566525223
2026-04-05,Oklahoma City Thunder,Utah Jazz,OKC,UTA,146,111,-4.743901647235525,222.5180113818044,35,257,-39.743901647235525,-34.4819886181956
2026-04-05,Sacramento Kings,Los Angeles Clippers,SAC,LAC,109,138,3.032403227084004,220.25154309626865,-29,247,32.032403227084004,-26.748456903731352
