date,commence_time,home_team,visitor_team,home_ml,away_ml,home_spread,away_spread,total,bookmaker
2026-05-19,2026-05-19T00:40:00Z,Oklahoma City Thunder,San Antonio Spurs,-206.11914654248235,206.1191465424824,-6.5,6.5,221.5,oddsapi_consensus
