market,side,home,away,date,ev,price,implied_prob,edge,line,pred_margin,market_home_margin,pred_total,tier
ATS,Los Angeles Lakers,Los Angeles Lakers,Oklahoma City Thunder,2026-05-09,0.19774026386606514,-115.0,0.5348837209302325,4.322417857906515,8.5,-4.177582142093485,-8.5,,High
TOTAL,Over,Los Angeles Lakers,Oklahoma City Thunder,2026-05-09,0.6538295303093903,-100.34698126301178,0.5008659508139937,15.162445975802854,211.5,,,226.66244597580285,High
