date,game_id,home_team,visitor_team,commence_time,home_ml,away_ml,home_spread,away_spread,home_spread_price,away_spread_price,total,total_over_price,total_under_price,books_count,bookmaker,home_tri,away_tri,prob_home_tip,early_threes_expected,early_threes_prob_ge_1,first_basket_top5
2026-05-06,0042500232,San Antonio Spurs,Minnesota Timberwolves,2026-05-07T01:40:00Z,-339.0328181995246,339.0328181995246,-10.0,10.0,-115,-105,215.5,101.00470951154892,-101.00470951154892,11,oddsapi_consensus,SAS,MIN,0.51499550161941,1.137731789897598,0.6794547381263165,MIN: Julius Randle (10.9%); MIN: Jaden McDaniels (10.9%); SAS: De'Aaron Fox (10.5%); SAS: Stephon Castle (10.5%); MIN: Rudy Gobert (10.5%)
2026-05-06,0042500212,New York Knicks,Philadelphia 76ers,2026-05-06T23:10:00Z,-251.7437452901879,251.74374529018783,-7.5,7.5,-115,-105,215.5,100.18997592055206,-100.18997592055206,11,oddsapi_consensus,NYK,PHI,0.5,1.077864204420322,0.659678392627447,PHI: Tyrese Maxey (11.4%); PHI: VJ Edgecombe (11.4%); PHI: Joel Embiid (10.7%); NYK: Jalen Brunson (10.5%); NYK: OG Anunoby (10.3%)
