date,home_team,visitor_team,home_tri,away_tri,home_pts,visitor_pts,pred_margin,pred_total,actual_margin,total_actual,margin_error,total_error
2026-04-10,ATLANTA HAWKS,CLEVELAND CAVALIERS,ATL,CLE,,,-8.166142022485886,224.26820475791385,,0.0,,224.26820475791385
2026-04-10,BOSTON CELTICS,NEW ORLEANS PELICANS,BOS,NOP,,,-1.7633158731995136,229.9887782220718,,0.0,,229.9887782220718
2026-04-10,CHARLOTTE HORNETS,DETROIT PISTONS,CHA,DET,,,14.018884988718373,225.94296105027504,,0.0,,225.94296105027504
2026-04-10,CHICAGO BULLS,ORLANDO MAGIC,CHI,ORL,,,2.5982678322078696,222.36427962330384,,0.0,,222.36427962330384
2026-04-10,DENVER NUGGETS,OKLAHOMA CITY THUNDER,DEN,OKC,,,-4.848041437434491,224.5893517719656,,0.0,,224.5893517719656
2026-04-10,HOUSTON ROCKETS,MINNESOTA TIMBERWOLVES,HOU,MIN,,,-1.5825256504874652,226.9988349547584,,0.0,,226.9988349547584
2026-04-10,INDIANA PACERS,PHILADELPHIA 76ERS,IND,PHI,,,13.617468000034435,219.28631649841395,,0.0,,219.28631649841395
2026-04-10,LOS ANGELES LAKERS,PHOENIX SUNS,LAL,PHX,,,5.976130626874822,221.0159134476825,,0.0,,221.0159134476825
2026-04-10,MILWAUKEE BUCKS,BROOKLYN NETS,MIL,BKN,,,2.1488089493160936,222.6045721962257,,0.0,,222.6045721962257
2026-04-10,NEW YORK KNICKS,TORONTO RAPTORS,NYK,TOR,,,6.890252100984977,222.6778042829416,,0.0,,222.6778042829416
2026-04-10,PORTLAND TRAIL BLAZERS,LOS ANGELES CLIPPERS,POR,LAC,,,13.257119151715516,227.474489876346,,0.0,,227.474489876346
2026-04-10,SACRAMENTO KINGS,GOLDEN STATE WARRIORS,SAC,GSW,,,-1.5418928191566184,220.8983378588051,,0.0,,220.8983378588051
2026-04-10,SAN ANTONIO SPURS,DALLAS MAVERICKS,SAS,DAL,,,-5.058937718619081,233.89029741697323,,0.0,,233.89029741697323
2026-04-10,UTAH JAZZ,MEMPHIS GRIZZLIES,UTA,MEM,,,-3.486234057337635,229.82527694457823,,0.0,,229.82527694457823
2026-04-10,WASHINGTON WIZARDS,MIAMI HEAT,WAS,MIA,,,-9.406536305560865,224.7222314752332,,0.0,,224.7222314752332
