season,win_logloss,spread_rmse,total_rmse,n_games
2023,0.6547215567877789,13.091110039782409,19.32472160238879,1230
2024,0.617101987419894,14.188415911410004,19.105777207874265,1230
2025,0.6146349149061263,14.22771387525535,19.112522069240683,1230
