date,commence_time,home_team,visitor_team,home_ml,away_ml,home_spread,away_spread,home_spread_price,away_spread_price,total,total_over_price,total_under_price,books_count,books_h2h,books_spreads,books_totals,bookmaker
2026-05-11,2026-05-12T02:40:00Z,Los Angeles Lakers,Oklahoma City Thunder,420.0734632752424,-420.0734632752424,11.0,-11.0,-110.0,-110,214.5,100.8924290412649,-100.8924290412649,10,10,5,10,oddsapi_consensus
2026-05-11,2026-05-12T00:10:00Z,Cleveland Cavaliers,Detroit Pistons,-150.11975793992534,150.1197579399254,-3.5,3.5,-260.0,-120,213.5,100.87035992663785,-100.87035992663785,10,10,8,9,oddsapi_consensus
