date,commence_time,home_team,visitor_team,home_ml,away_ml,home_spread,away_spread,home_spread_price,away_spread_price,total,total_over_price,total_under_price,books_count,books_h2h,books_spreads,books_totals,bookmaker
2026-05-15,2026-05-16T01:40:00Z,Minnesota Timberwolves,San Antonio Spurs,195.49889401881455,-195.4988940188146,5.5,-5.5,-110.0,-120,218.5,-100.44325249650522,100.44325249650522,11,11,11,8,oddsapi_consensus
2026-05-15,2026-05-15T23:10:00Z,Cleveland Cavaliers,Detroit Pistons,-154.7498284087015,154.74982840870155,-4.0,4.0,-110.0,-110,210.5,-100.0,-100.0,11,11,8,6,oddsapi_consensus
