date,commence_time,home_team,visitor_team,home_ml,away_ml,home_spread,away_spread,home_spread_price,away_spread_price,total,total_over_price,total_under_price,books_count,books_h2h,books_spreads,books_totals,bookmaker
2026-05-07,2026-05-07T23:10:00Z,Detroit Pistons,Cleveland Cavaliers,-145.50339152092997,145.50339152092994,-3.5,3.5,-250,185,216.0,101.55732331874741,-101.55732331874736,11,11,11,6,oddsapi_consensus
2026-05-07,2026-05-08T01:40:00Z,Oklahoma City Thunder,Los Angeles Lakers,-629.3650500296229,629.3650500296228,-15.5,15.5,-110,-110,210.0,100.25477707006368,-100.25477707006368,11,11,9,5,oddsapi_consensus
