date,home_team,visitor_team,h1_total,h1_spread,h1_home_spread_price,h1_away_spread_price,q1_total,q2_total,q1_spread,q1_home_spread_price,q1_away_spread_price,q2_spread,q2_home_spread_price,q2_away_spread_price
2026-05-26,Oklahoma City Thunder,San Antonio Spurs,111.0,-3.0,-115,-105,,,,,,,,
