date,commence_time,home_team,visitor_team,home_ml,away_ml,home_spread,away_spread,total,bookmaker
2026-05-31,2026-05-31T00:10:00Z,Oklahoma City Thunder,San Antonio Spurs,-136.72852499750854,136.72852499750854,-3.5,3.5,212.5,oddsapi_consensus
