date,snapshot_ts,player_id,player_name,team,stat,side,line,price,implied_prob,model_prob,model_prob_raw,edge,ev,bookmaker,bookmaker_title,commence_time,home_team,away_team,sentiment_strength,sentiment_w,sentiment_applied,open_line,open_price,open_snapshot_ts,open_implied_prob,line_move,implied_move,movement_significant,movement_tier
2026-05-23,2026-05-24T02:17:05.848581+00:00,3136195,Karl-Anthony Towns,NYK,ast,UNDER,7.5,140,0.4166666666666667,0.4941627208645949,0.933307027986188,0.0774960541979282,0.1859905300750277,betmgm,BetMGM,2026-05-24T00:13:40Z,Cleveland Cavaliers,New York Knicks,,,False,4.5,-165,2026-05-23T13:39:48.834038+00:00,0.6226415094339622,3.0,-0.20597484276729555,True,fast
2026-05-23,2026-05-24T02:17:05.848581+00:00,4432158,Evan Mobley,CLE,ast,OVER,1.5,114,0.4672897196261682,0.5292997168379865,0.8806897010382897,0.0620099972118182,0.132701394033291,draftkings,DraftKings,2026-05-24T00:13:40Z,Cleveland Cavaliers,New York Knicks,,,False,3.5,-111,2026-05-23T13:39:48.834038+00:00,0.5260663507109005,-2.0,-0.058776631084732245,True,fast
2026-05-23,2026-05-24T02:17:05.848581+00:00,3992,James Harden,CLE,ast,OVER,3.5,148,0.4032258064516129,0.4410875021152066,0.6556371108755712,0.0378616956635937,0.0938970052457124,fanduel,FanDuel,2026-05-24T00:13:40Z,Cleveland Cavaliers,New York Knicks,,,False,5.5,-144,2026-05-23T13:39:48.834038+00:00,0.5901639344262295,-2.0,-0.18693812797461662,True,fast
2026-05-23,2026-05-24T02:17:05.848581+00:00,3908809,Donovan Mitchell,CLE,ast,UNDER,3.5,142,0.4132231404958678,0.4484125435349753,0.6478191607565844,0.0351894030391075,0.0851583553546401,fanduel,FanDuel,2026-05-24T00:13:40Z,Cleveland Cavaliers,New York Knicks,,,False,3.5,128,2026-05-23T13:39:48.834038+00:00,0.43859649122807015,0.0,-0.02537335073220237,True,significant
2026-05-23,2026-05-24T02:17:05.848581+00:00,4432158,Evan Mobley,CLE,ast,OVER,1.5,-135,0.574468085106383,0.620401327496169,0.8806897010382897,0.045933242389786,0.0799578663822201,betmgm,BetMGM,2026-05-24T00:13:40Z,Cleveland Cavaliers,New York Knicks,,,False,3.5,-105,2026-05-23T13:39:48.834038+00:00,0.5121951219512195,-2.0,0.06227296315516351,True,fast
2026-05-23,2026-05-24T02:17:05.848581+00:00,3062679,Josh Hart,NYK,ast,UNDER,4.5,140,0.4166666666666667,0.4479895661040795,0.625485996249419,0.0313228994374128,0.0751749586497908,draftkings,DraftKings,2026-05-24T00:13:40Z,Cleveland Cavaliers,New York Knicks,,,False,4.5,-144,2026-05-23T13:39:48.834038+00:00,0.5901639344262295,0.0,-0.1734972677595628,True,fast
2026-05-23,2026-05-24T02:17:05.848581+00:00,3136195,Karl-Anthony Towns,NYK,ast,UNDER,8.5,-200,0.6666666666666666,0.7131285450844961,0.9764125227855294,0.0464618784178294,0.0696928176267441,fanduel,FanDuel,2026-05-24T00:13:40Z,Cleveland Cavaliers,New York Knicks,,,False,3.5,130,2026-05-23T13:39:48.834038+00:00,0.43478260869565216,5.0,0.23188405797101447,True,fast
2026-05-23,2026-05-24T02:17:05.848581+00:00,3934672,Jalen Brunson,NYK,ast,UNDER,4.5,175,0.3636363636363636,0.3882294281070706,0.5275901267744101,0.0245930644707069,0.0676309272944442,betmgm,BetMGM,2026-05-24T00:13:40Z,Cleveland Cavaliers,New York Knicks,,,False,6.5,115,2026-05-23T13:39:48.834038+00:00,0.46511627906976744,-2.0,-0.10147991543340384,True,fast
2026-05-23,2026-05-24T02:17:05.848581+00:00,3136195,Karl-Anthony Towns,NYK,ast,UNDER,8.5,-210,0.6774193548387096,0.7222683300307325,0.9764125227855294,0.0448489751920229,0.066205630045367,draftkings,DraftKings,2026-05-24T00:13:40Z,Cleveland Cavaliers,New York Knicks,,,False,3.5,128,2026-05-23T13:39:48.834038+00:00,0.43859649122807015,5.0,0.23882286361063948,True,fast
2026-05-23,2026-05-24T02:17:05.848581+00:00,3908809,Donovan Mitchell,CLE,ast,UNDER,3.5,120,0.4545454545454545,0.483536510477124,0.6478191607565844,0.0289910559316694,0.0637803230496727,draftkings,DraftKings,2026-05-24T00:13:40Z,Cleveland Cavaliers,New York Knicks,,,False,3.5,117,2026-05-23T13:39:48.834038+00:00,0.4608294930875576,0.0,-0.006284038542103132,False,
