date,commence_time,home_team,visitor_team,home_ml,away_ml,home_spread,away_spread,total,bookmaker
2026-05-18,2026-05-18T00:10:00Z,Detroit Pistons,Cleveland Cavaliers,-167.9022400986913,167.90224009869132,-4.5,4.5,204.0,oddsapi_consensus
