market,side,home,away,date,ev,price,implied_prob,edge,line,pred_margin,market_home_margin,pred_total,tier
ATS,Minnesota Timberwolves,Minnesota Timberwolves,San Antonio Spurs,2026-05-08,0.6552430921602846,-115.0,0.5348837209302325,14.426747529522103,4.5,9.926747529522103,-4.5,,High
TOTAL,Over,Minnesota Timberwolves,San Antonio Spurs,2026-05-08,0.38358035770582966,-100.61416619541872,0.501530714921748,8.111336670242508,216.5,,,224.6113366702425,High
ML,New York Knicks,Philadelphia 76ers,New York Knicks,2026-05-08,0.09720153601132797,109.6135192724795,0.4770684655602229,,,,,,High
ATS,New York Knicks,Philadelphia 76ers,New York Knicks,2026-05-08,0.5869964892473393,105.0,0.4878048780487805,-9.030792261339055,1.5,-7.530792261339056,1.5,,High
TOTAL,Over,Philadelphia 76ers,New York Knicks,2026-05-08,0.30301193409390237,-100.25477707006368,0.5006361323155216,6.266108760130152,214.0,,,220.26610876013015,High
