date,commence_time,home_team,visitor_team,home_ml,away_ml,home_spread,away_spread,total,bookmaker
2026-05-24,2026-05-24T00:10:00Z,Cleveland Cavaliers,New York Knicks,-120.97981384591877,120.97981384591878,-2.5,2.5,214.5,oddsapi_consensus
