date,game_id,home_team,visitor_team,commence_time,home_ml,away_ml,home_spread,away_spread,home_spread_price,away_spread_price,total,total_over_price,total_under_price,books_count,bookmaker,home_tri,away_tri
2026-05-20,,Oklahoma City Thunder,San Antonio Spurs,2026-05-21T00:40:00Z,-215.71283517359825,215.7128351735983,-7.0,7.0,-110,-110,216.5,101.37377135077786,-101.37377135077789,11,oddsapi_consensus,OKC,SAS
