season,market,side,edge,price,won,date,p_model,implied_prob,kelly_fraction,ev_unit
2023,ML,home,0.04606552134006969,-169.0,1,2022-10-18,0.6743183094441589,0.6282527881040892,0.1239162524047876,0.07332322627502225
2023,ML,home,0.03096996044258915,-277.29411764705884,1,2022-10-19,0.7659247468473288,0.7349547864047397,0.11684783898750994,0.04213859276172399
2023,ML,home,0.1493964547088933,-159.7058823529412,1,2022-10-19,0.7643454920814867,0.6149490373725934,0.3879913809057434,0.24294119614724263
2023,ML,home,0.04814132294779916,113.88235294117646,0,2022-10-19,0.5156880776232667,0.4675467546754676,0.09041417884204433,0.10296579425776342
2023,ML,away,0.4085789196376727,-2.0588235294117645,1,2022-10-20,0.4287518303004969,0.020172910662824204,0.4169908385713895,20.25384073061035
2023,ML,home,0.36819124736881625,369.6666666666667,0,2022-10-21,0.5811082097534862,0.21291696238466998,0.46779212582746804,1.7292715584755403
2023,ML,away,0.10354420769441697,132.61111111111111,0,2022-10-21,0.5334462855544599,0.429902077860043,0.18162530273000582,0.24085533200917997
2023,ML,away,0.07484575827199591,235.16666666666666,0,2022-10-21,0.3732047836325131,0.29835902536051717,0.10667244499290136,0.2508580331416397
2023,ML,home,0.03627679907363529,151.66666666666666,0,2022-10-21,0.43362779245111877,0.3973509933774835,0.060195567693614616,0.09129661100198216
2023,ML,away,0.5897825336204137,-0.8571428571428571,1,2022-10-21,0.5982811171898188,0.008498583569405098,0.5948378124800172,69.39774478933535
2023,ML,home,0.03175067647729979,-163.66666666666666,0,2022-10-28,0.6524839255291329,0.6207332490518331,0.08371595031181385,0.05115027513960113
2023,ML,away,0.4124554192792794,174.8,0,2022-10-28,0.7763564382021324,0.363901018922853,0.6484138971278375,1.13342749217946
2023,ML,home,0.11911357706376113,-158.8235294117647,0,2022-10-28,0.7327499407001248,0.6136363636363636,0.30829396416502886,0.19411101447427742
2023,ML,home,0.5849018976165452,-6.4375,0,2022-10-28,0.6453834008461401,0.060481503229594835,0.6225549572756103,9.670756617873558
2023,ML,home,0.3144379528387257,328.85714285714283,1,2022-10-29,0.5476158342511175,0.23317788141239176,0.41005331642999765,1.3484896206026493
2023,ML,away,0.08207434884785575,447.44444444444446,1,2022-10-29,0.26474128613220727,0.18266693728435152,0.10041726267032165,0.44931146308153924
2023,ML,away,0.0278130972434108,234.11111111111111,0,2022-11-04,0.3271147267745049,0.2993016295310941,0.03969339506926261,0.09292664823437369
2023,ML,home,0.2303718693542945,718.2,0,2022-11-04,0.3525913755874893,0.12221950623319482,0.26244815302935637,1.8849026350568376
2023,ML,home,0.12236238787437581,150.6,0,2022-11-04,0.5214046863580151,0.39904229848363926,0.20361231342177008,0.30664014401318573
2023,ML,home,0.08681248656644458,-127.92857142857143,0,2022-11-04,0.6480785473624333,0.5612660607959887,0.19787046045251766,0.1546726100689697
2023,ML,away,0.4830053253181308,654.25,0,2022-11-25,0.6155873604523701,0.1325820351342393,0.556831129722889,3.6430676662120014
2023,ML,away,0.05038841321097387,-150.95454545454547,1,2022-11-26,0.6519098767139625,0.6015214635029886,0.1264520133353577,0.08376827140553655
2023,ML,away,0.0564960706218805,148.2,0,2022-12-25,0.45939695700383054,0.40290088638195004,0.09461757576484982,0.14022324728350744
2023,ML,home,0.16248568346384462,125.82352941176471,0,2022-12-25,0.6053093354565511,0.44282365199270646,0.2916234403074799,0.3669309051868821
2023,ML,away,0.02299595293602097,222.23529411764707,0,2022-12-25,0.3333281909791024,0.3103322380430814,0.03334352307663392,0.07410107657854292
2023,ML,home,0.204736415804459,145.0,1,2022-12-31,0.6128996811105815,0.40816326530612246,0.3459339439454652,0.5016042187209245
2023,ML,home,0.21399154006991886,544.6666666666666,0,2023-01-07,0.36911046457870894,0.15511892450879008,0.2532800725184964,1.3795321283174102
2023,ML,home,0.11666363856884554,-115.0,1,2023-01-14,0.651547359499078,0.5348837209302325,0.25082682292301783,0.21811028080262418
2023,ML,away,0.06517305787944339,-130.0,1,2023-01-21,0.6303904491837912,0.5652173913043478,0.1498980331227197,0.11530617932516901
2023,ML,away,0.050098657204978414,-113.33333333333333,0,2023-02-04,0.5813486572049784,0.53125,0.10687713537062064,0.09430335473878293
2023,ML,away,0.05137625953733155,149.42105263157896,0,2023-02-11,0.45230472545841194,0.4009284659210804,0.0857598076602375,0.12814320734074436
2023,ML,home,0.08218076629918669,-110.0,0,2023-03-04,0.6059902901087105,0.5238095238095238,0.17257960922829213,0.15689055384390194
2023,ML,away,0.17694811654834375,166.0,0,2023-03-11,0.5528879661724039,0.37593984962406013,0.2835433674810809,0.47068199001859423
2023,ML,away,0.02784040401955412,216.2,0,2023-03-17,0.3440959384914074,0.3162555344718533,0.040717556665046326,0.08803135750983015
2023,ML,away,0.1368706388003732,-64.26666666666667,0,2023-03-17,0.5281044050341395,0.39123376623376627,0.22483283600274648,0.34984362448560136
2023,ML,home,0.15366275924843378,681.8571428571429,0,2023-03-17,0.28156336220841915,0.12790060295998537,0.17619867617152274,1.2014232590952543
2023,ML,home,0.17511480207976032,108.2,1,2023-03-18,0.65542219881367,0.4803073967339097,0.3369584269224224,0.36458901793006104
2023,ML,home,0.02276295899112124,214.0,0,2023-03-18,0.34123429657073906,0.3184713375796178,0.03339985571594426,0.07147569123212072
2023,ML,away,0.24750180601136354,577.5714285714286,0,2023-03-24,0.3950877220982284,0.14758591608686486,0.2903539613929996,1.677001522731282
2023,ML,away,0.036220950612119523,378.92857142857144,0,2023-03-24,0.24502035404239542,0.2087994034302759,0.04577973116951205,0.17347248132447246
2023,ML,away,0.09326407060635815,897.0,0,2023-03-24,0.19356497331448252,0.10030090270812438,0.10366140289246276,0.929842783945391
2023,ML,away,0.36691206058691567,875.4285714285714,0,2023-03-31,0.4694310998370621,0.10251903925014645,0.4088243390482148,3.578965070982086
2023,ML,home,0.45790058424686086,-6.266666666666667,1,2023-03-31,0.5168717260285421,0.05897114178168131,0.4865956875263308,7.764824800952088
2023,ML,away,0.061681758350826454,-119.28571428571429,0,2023-03-31,0.6056556997189046,0.5439739413680782,0.135259284383598,0.11339101684852526
2023,ML,away,0.07964144993624511,-61.357142857142854,1,2023-03-31,0.45989820071092413,0.380256750774679,0.1285071681471269,0.20944125192779706
2023,ML,away,0.11307624853104783,538.0,0,2023-03-31,0.26981606044327355,0.15673981191222572,0.13409413859258093,0.7214264656280853
2023,ML,home,0.32682257367337875,597.5,0,2023-03-31,0.47019174930061886,0.14336917562724014,0.38152091236348395,2.2795874513718166
2023,ML,home,0.08377477826079882,-115.0,1,2023-04-01,0.6186584991910313,0.5348837209302325,0.1801157732607174,0.1566224115310586
2023,ML,away,0.15427496526634416,330.3333333333333,0,2023-04-07,0.38665296681553085,0.2323780015491867,0.20097778018047463,0.6638966005295012
