date,commence_time,home_team,visitor_team,home_ml,away_ml,home_spread,away_spread,home_spread_price,away_spread_price,total,total_over_price,total_under_price,books_count,books_h2h,books_spreads,books_totals,bookmaker
2026-05-08,2026-05-09T01:40:00Z,Minnesota Timberwolves,San Antonio Spurs,179.00621905170485,-179.00621905170487,4.5,-4.5,-115,-105,216.5,-100.61416619541873,100.61416619541879,11,11,8,5,oddsapi_consensus
2026-05-08,2026-05-08T23:10:00Z,Philadelphia 76ers,New York Knicks,-109.61351927247945,109.6135192724795,-1.5,1.5,-135,105,214.0,-100.25477707006368,100.25477707006368,11,11,10,5,oddsapi_consensus
