date,commence_time,home_team,visitor_team,home_ml,away_ml,home_spread,away_spread,total,bookmaker
2026-05-23,2026-05-23T00:40:00Z,San Antonio Spurs,Oklahoma City Thunder,-118.96397741611617,118.96397741611617,-2.0,2.0,218.0,oddsapi_consensus
